id,payment_id,currency,phase,status,purchase_ts,filed_at,respond_by,avs_match,cvv_match,device_fingerprint_known,delivery_confirmed,prior_order_count,prior_dispute_count,ip_geo_billing_distance_km,days_between_purchase_and_dispute,amount,checkout_hour_of_day,card_network,customer_communication_log,reason_code,won_if_contested
dsp_000235,pay_000235,INR,chargeback,open,2025-08-02 03:21:23.838451689,2025-09-21 11:38:29.496587457,2025-09-28 11:38:29.496587457,True,True,True,True,12,3,1776.6346838006975,47.8230816367412,6844.276963067715,6,Amex,I need to report an issue with a recent charge. This does not match any purchase I remember making. My card may have been compromised recently. Fix this.,VISA_83,True
dsp_000236,pay_000236,INR,chargeback,open,2024-12-02 12:21:14.669551575,2024-12-27 12:12:02.558584295,2025-01-03 12:12:02.558584295,True,True,True,True,12,3,2493.298128475503,27.835231603951662,1204.763242713403,22,RuPay,please refund,AMEX_FR2,False
dsp_000237,pay_000237,INR,chargeback,open,2025-07-19 00:42:44.651080071,2025-07-31 01:12:54.527436601,2025-08-07 01:12:54.527436601,True,True,True,False,12,0,2081.1054298545137,12.353001474692627,2306.902187794615,3,Visa,I need to report an issue with a recent charge. This does not match any purchase I remember making. Fix this.,MC_4837,False
dsp_000238,pay_000238,INR,chargeback,open,2024-01-13 20:13:10.657640455,2024-02-02 13:51:34.689891440,2024-02-09 13:51:34.689891440,True,False,True,False,9,0,1968.9489790613366,15.623485869509738,3132.578777814079,7,Mastercard,I do not recognize this charge on my statement. I did not authorize this transaction. Let me know.,MC_4840,True
dsp_000239,pay_000239,INR,chargeback,open,2024-03-19 14:00:29.750802842,2024-03-31 06:52:17.115123811,2024-04-07 06:52:17.115123811,False,False,False,False,8,2,6499.248496192745,9.40652566106945,9697.789691553218,7,Mastercard,I need t report an issue with a recent charge. Someone must have used my card without my permission. Please refund me.,AMEX_FR2,False
dsp_000240,pay_000240,INR,chargeback,open,2025-08-20 04:31:35.274625256,2025-08-23 17:40:03.827069370,2025-08-30 17:40:03.827069370,True,True,False,True,7,0,1337.5877562927385,2.0354200297552243,1501.7075076915205,20,Mastercard,This charge needs to be looked into. I did not authorize this transactio. I have already contacted my bank about this. Thank you for looking into this matter.,VISA_83,False
dsp_000241,pay_000241,INR,chargeback,open,2025-07-27 16:59:57.430531665,2025-07-31 18:52:53.409392857,2025-08-07 18:52:53.409392857,False,False,False,True,7,1,4071.278064199907,3.745109938220436,1530.3192098947757,2,Amex,I need to report an issue with a recent charge. I did not authorize this transaction. A family member sometimes has access to my card. I appreciate your help resolving this quickly.,AMEX_FR2,False
dsp_000242,pay_000242,INR,chargeback,open,2024-06-16 12:01:55.276247910,2024-06-18 04:51:44.176795974,2024-06-25 04:51:44.176795974,False,False,False,False,3,2,4840.855084127169,0.0,13997.021345211413,19,Mastercard,I am writing to dispute a transaction on my account. I did not authorize this transaction. A family member sometimes has access to my card. Let me know.,AMEX_FR2,False
dsp_000243,pay_000243,INR,chargeback,open,2025-01-17 03:41:54.691985918,2025-01-29 22:42:21.677248059,2025-02-05 22:42:21.677248059,True,True,False,True,9,1,1895.3090790857693,13.861830871123484,3807.920830381292,4,Mastercard,This charge needs to be looked into. Someone must have used my card without my permission. I have already contacted my bank about this. Fix this.,AMEX_FR2,True
dsp_000244,pay_000244,INR,chargeback,open,2025-03-12 07:57:12.174106282,2025-04-01 17:55:08.828987119,2025-04-08 17:55:08.828987119,True,True,True,True,13,1,706.1811760511538,21.928265452360076,34657.707240277436,14,Visa,I need to report an issue with a recent charge. This does not match any purchase I remember making. I have already contacted my bank about this. Fix this.,VISA_83,False
dsp_000245,pay_000245,INR,chargeback,open,2025-09-16 18:31:44.836498099,2025-10-11 21:04:00.208518565,2025-10-18 21:04:00.208518565,True,True,True,True,14,2,2627.878200732913,24.752710918995785,2317.2359127427985,6,Visa,This charge needs to be looked into. This does not match any purchase I remember making. A family member sometimes has access to my card. Please investigate and let me know what you find. Thank you.,MC_4837,False
dsp_000246,pay_000246,INR,chargeback,open,2025-03-10 05:41:30.043727448,2025-03-21 22:53:45.403537338,2025-03-28 22:53:45.403537338,True,True,True,False,7,1,2541.008736431414,11.072943842349682,978.4812905753398,23,Mastercard,this charge needs to be looked into. this des not match any purchase i remember making. please investigate and let me know what you find. thank you.,MC_4837,False
dsp_000247,pay_000247,INR,chargeback,open,2024-10-24 01:14:12.181377111,2024-10-28 18:34:42.376912671,2024-11-04 18:34:42.376912671,False,False,True,True,1,0,5433.069918498385,5.545307080259396,5386.965705600778,20,RuPay,I need to report an issue with a recent charge. Someone must have used my card without my permission. Fix this.,AMEX_FR2,False
dsp_000248,pay_000248,INR,chargeback,open,2024-09-26 09:54:00.972274017,2024-09-29 11:23:43.047539712,2024-10-06 11:23:43.047539712,False,False,True,True,9,1,5133.4478817393,2.787966934983661,7258.402406279615,17,Amex,i do not recognize this charge on my statement. someone must have used my card without my permission. i have already contacted my bank about this. let me know.,AMEX_FR2,False
dsp_000249,pay_000249,INR,chargeback,open,2024-11-02 15:14:32.829123301,2024-11-07 13:18:49.079690720,2024-11-14 13:18:49.079690720,False,False,False,False,1,1,5597.891883854073,4.980749726613827,8412.980602071528,13,Amex,I do not recognize this charge on my statement. I did not authorize this transaction. Let me know.,MC_4837,False
dsp_000250,pay_000250,INR,chargeback,open,2025-04-14 09:22:05.239279032,2025-04-25 21:01:12.741638199,2025-05-02 21:01:12.741638199,True,True,True,False,11,2,1936.597997252696,9.23236076305937,1622.2071736008525,23,RuPay,This charge needs to be looked into. This does not match any purchase I remember making. A family member sometimes has access to my card. Please investigate and let me know what you find. Thank you.,MC_4837,False
dsp_000251,pay_000251,INR,chargeback,open,2025-09-16 14:14:17.220048624,2025-09-23 20:11:41.518146444,2025-09-30 20:11:41.518146444,False,False,True,True,13,1,5260.551456049877,5.452413316110105,9878.049785977473,3,Amex,i am writing to dispute a transaction on my account. this does not match any purchase i remember making. my card may have been compromised recently. fix this.,VISA_83,True
dsp_000252,pay_000252,INR,chargeback,open,2024-11-22 19:20:17.240202453,2024-12-07 17:02:18.839054613,2024-12-14 17:02:18.839054613,True,True,True,False,10,0,2108.0328485620466,14.73762365003667,16992.104149131468,11,Mastercard,?,VISA_83,False
dsp_000253,pay_000253,INR,chargeback,open,2024-06-27 10:40:03.532078081,2024-07-06 06:01:49.565435660,2024-07-13 06:01:49.565435660,False,False,False,False,3,3,7429.219693184866,9.784923287118202,8522.71974457559,14,Amex,please refund,VISA_83,True
dsp_000254,pay_000254,INR,chargeback,open,2024-06-19 09:31:32.277353525,2024-06-30 11:33:03.768092195,2024-07-07 11:33:03.768092195,False,True,True,False,10,2,4425.875427568266,10.465553537950909,20233.194812009737,2,RuPay,I need to report an issuewith a recent charge. Someone must have used my card without my permission. Fix this.,MC_4837,False
dsp_000255,pay_000255,INR,chargeback,open,2025-06-21 03:07:36.345384312,2025-06-30 23:45:25.606751759,2025-07-07 23:45:25.606751759,False,False,False,False,3,3,5651.020334128732,5.013990175484453,9416.776081503525,8,RuPay,I do not recognize this charge on my statement. I don't recall approving this purchase. My card may have been compromised recently. Thank you for looking into this matter.,AMEX_FR2,False
dsp_000256,pay_000256,INR,chargeback,open,2025-08-10 22:18:29.635074619,2025-09-09 13:35:58.187056974,2025-09-16 13:35:58.187056974,True,True,True,True,9,0,2379.4476775254802,32.71575513851094,4252.215512781666,2,Mastercard,i do not recognize this charge on my statement. this does not match any purchase i remember making. my card may have been compromised recently. please refund me.,MC_4837,False
dsp_000257,pay_000257,INR,chargeback,open,2024-03-16 19:12:18.791565408,2024-03-22 14:37:04.092515878,2024-03-29 14:37:04.092515878,True,False,False,False,10,0,2341.9172526750513,6.44123555467118,27180.112288504228,1,RuPay,I need to report an issue with a recent charge. This does not match any purchase I remember making. Thank you for looking into this matter.,AMEX_FR2,True
dsp_000258,pay_000258,INR,chargeback,open,2024-02-17 22:08:13.373467725,2024-02-23 10:10:44.373295911,2024-03-01 10:10:44.373295911,False,False,False,True,3,2,3141.454700116536,4.224708584391556,8276.040045215796,9,RuPay,This charge needs to be looked into. This does not match any purchase I remember making. Let me know.,MC_4840,False
dsp_000259,pay_000259,INR,chargeback,open,2025-03-03 23:48:49.354961353,2025-03-16 11:49:14.102028597,2025-03-23 11:49:14.102028597,False,False,False,True,3,1,5175.562076518345,14.945677570453684,2497.9905330736283,6,Mastercard,I am writing to dispute a transaction on my account. Someone must have used my card without my permission. A family member sometimes has access to my card. Please refund me.,MC_4837,False
dsp_000260,pay_000260,INR,chargeback,open,2024-04-15 05:52:25.174739377,2024-04-28 12:12:10.740703019,2024-05-05 12:12:10.740703019,False,False,False,True,0,0,6891.924999073226,11.637522926314201,13122.582904896548,14,Mastercard,I need to report an issue with a recent charge. I did not athorize this transaction. Let me know.,MC_4840,False
dsp_000261,pay_000261,INR,chargeback,open,2025-08-16 18:11:49.959908085,2025-08-22 01:35:55.525662032,2025-08-29 01:35:55.525662032,True,False,False,False,5,0,1304.2873538367144,6.051756272360255,5887.076604240657,20,Amex,please refund,MC_4837,False
dsp_000262,pay_000262,INR,chargeback,open,2024-08-11 10:34:59.395468823,2024-08-23 08:21:42.501366008,2024-08-30 08:21:42.501366008,True,True,True,False,8,3,2063.5832958807505,8.669717743807208,11439.015376107523,12,Amex,This charge needs to be looked into. Someone must have used my card without my permission. I travel frequently and my account activity looks unusual to me. Thank you for looking into this matter.,MC_4840,False
dsp_000263,pay_000263,INR,chargeback,open,2024-04-13 14:06:25.206268841,2024-04-19 05:39:50.728891077,2024-04-26 05:39:50.728891077,True,True,False,True,1,0,1582.4347116188912,3.6663749119795304,4094.423620722512,13,Mastercard,I do not recognize this charge on my statement. I don't recall approving this purchase. My card may have been compromised recently. Please investigate and let me know what you find. Thank you.,MC_4840,False
dsp_000264,pay_000264,INR,chargeback,open,2025-10-25 02:22:11.152499298,2025-11-01 12:14:36.039872313,2025-11-08 12:14:36.039872313,False,False,True,False,6,1,6603.49348049874,6.433657655166078,3643.9494183976285,12,Visa, am writing to dispute a transaction on my account. I did not authorize this transaction. Let me know.,VISA_83,False
dsp_000265,pay_000265,INR,chargeback,open,2024-04-29 04:23:17.407916185,2024-05-04 07:31:51.074583008,2024-05-11 07:31:51.074583008,True,True,True,False,10,1,3387.4557615299163,7.384749708013869,4973.844261645626,14,Amex,"This charge needs to be looked into. I don't recall approving this purchase. I have already contacted my bank about this. I appreciate your help resolving this quickly. By the way, do you have any upcoming sales?",VISA_83,False
dsp_000266,pay_000266,INR,chargeback,open,2024-07-23 23:57:46.882078295,2024-07-29 08:45:00.906012645,2024-08-05 08:45:00.906012645,False,False,False,True,0,1,6168.015398106614,7.118517683625873,9006.20586042141,11,Visa,This charge needs to be looked into. Someone must have used my card without my permission. Fix this.,AMEX_FR2,False
dsp_000267,pay_000267,INR,chargeback,open,2024-04-20 14:26:22.088107582,2024-05-14 10:01:27.134969603,2024-05-21 10:01:27.134969603,False,False,False,False,0,4,5921.323136596357,24.7977982783168,4169.174513584429,21,Amex,I need to report an issue with a recent charge. I don't recall approving this purchase. I travel frequently and my account activity looks unusual to me. Let me know.,VISA_83,False
dsp_000268,pay_000268,INR,chargeback,open,2024-03-24 03:40:05.880494403,2024-03-27 06:44:48.307693242,2024-04-03 06:44:48.307693242,False,False,False,False,9,3,5034.6515166795525,4.19334967875176,4660.96548658432,8,RuPay,I do not recognize this charge on my statement. I did not authorize this transaction. I travel frequently and my account activity looks unusual to me. Please investigate and let me know what you find. Thank you.,MC_4837,False
dsp_000269,pay_000269,INR,chargeback,open,2024-01-16 05:26:15.800257259,2024-01-23 11:07:54.412741090,2024-01-30 11:07:54.412741090,True,True,False,True,2,2,3817.164869184434,3.985223557049807,15397.422076872208,13,Mastercard,I do not recognize this charge on my statement. I don't recall approving this urchase. Let me know.,MC_4837,False
dsp_000270,pay_000270,INR,chargeback,open,2024-02-09 21:13:57.613290294,2024-02-11 02:01:07.519521056,2024-02-18 02:01:07.519521056,True,True,True,False,7,0,658.9587650938477,1.7705348940581949,30133.168579404122,5,Amex,I am writing to dispute a transaction on my account. I did not authorize this transaction. I have already contacted my bank about this. Please investigate and let me know what you find. Thank you.,VISA_83,False
dsp_000271,pay_000271,INR,chargeback,open,2024-05-05 17:48:16.623977520,2024-05-09 07:15:54.632897068,2024-05-16 07:15:54.632897068,False,False,True,True,12,4,4830.917703072595,4.81179619416923,4886.825167441202,13,Visa,I need to report an issue with a recent charge. Someone must have used my card without my permission. I travel frequently and my account activity looks unusual to me. Let me know.,MC_4837,False
dsp_000272,pay_000272,INR,chargeback,open,2024-02-08 10:26:23.264871328,2024-02-15 17:05:13.941806904,2024-02-22 17:05:13.941806904,False,False,False,False,2,0,7636.388341909334,5.5161081129129155,7955.010770549008,22,RuPay,I do not recognize this charge on my statement. I did not authorize this transaction. I have already contacted my bank about this. Fix this.,MC_4840,False
dsp_000273,pay_000273,INR,chargeback,open,2025-03-01 14:57:54.512631299,2025-03-09 07:12:53.333600713,2025-03-16 07:12:53.333600713,True,True,True,True,8,1,3407.4983084878672,6.9300847801142496,3402.4370566349326,16,Mastercard,I am writing to dispute a transaction on my account. I don't recall approving this purchase. My card may have been compromised recently. Please refund me.,AMEX_FR2,False
dsp_000274,pay_000274,INR,chargeback,open,2025-05-05 02:44:49.283143693,2025-06-04 21:07:15.460789868,2025-06-11 21:07:15.460789868,True,True,True,True,12,2,982.1887306899004,27.5922964305559,23280.019218450394,19,Amex,This charge needs to be looked into. I don't recall approving this purchase. Fix this.,VISA_83,False
dsp_000275,pay_000275,INR,chargeback,open,2024-10-10 09:56:03.458606809,2024-10-24 01:54:25.572244365,2024-10-31 01:54:25.572244365,True,True,True,True,8,2,726.9133647734217,12.118188844890046,2364.6382987074494,8,Visa,I need to report an issue with a recent charge. I did not authorize this transaction. I have already contacted my bank about this. Please investigate and let me know what you find. Thank you.,AMEX_FR2,False
dsp_000276,pay_000276,INR,chargeback,open,2024-08-16 22:53:10.159193091,2024-08-20 07:19:16.404001293,2024-08-27 07:19:16.404001293,False,False,False,False,0,3,6991.26626465737,4.18744049454969,5452.247449634106,21,Visa,I do not recognize this charge on my statement. Someone must have used my card without my permission. I appreciate your help resolving this quickly.,AMEX_FR2,False
dsp_000277,pay_000277,INR,chargeback,open,2024-12-29 06:12:48.152678892,2025-01-09 21:32:45.766477092,2025-01-16 21:32:45.766477092,True,True,True,False,11,0,3774.3109955956375,10.580487634353071,5557.424989815801,12,Visa,I am writing to dispute a transaction on my account. This does not match any purchase I remember making. Thank you for looking into this matter.,AMEX_FR2,False
dsp_000278,pay_000278,INR,chargeback,open,2025-09-22 00:05:07.446530523,2025-10-10 01:25:09.480240683,2025-10-17 01:25:09.480240683,True,True,True,True,9,0,1297.2789210299109,19.885919698658498,12838.593139484048,3,Amex,"I need to report an issue with a recent charge. Someone must have used my card without my permission. Please investigate and let me know what you find. Thank you. By the way, do you have any upcoming sales?",AMEX_FR2,True
dsp_000279,pay_000279,INR,chargeback,open,2025-09-04 19:33:16.241355797,2025-09-07 23:13:15.629396029,2025-09-14 23:13:15.629396029,True,True,True,True,14,0,3175.786733939527,5.655963122424517,1296.478126685645,18,RuPay,I do not recognize this charge on my statement. This does not match any purchase I remember making. I travel frequently and my account activity looks unusual to me. I appreciate your help resolving this quickly.,AMEX_FR2,True
dsp_000280,pay_000280,INR,chargeback,open,2024-02-01 07:14:56.657691761,2024-03-15 00:12:45.054305184,2024-03-22 00:12:45.054305184,True,True,True,True,12,3,2482.252131226892,44.699879958139064,12919.121281830954,3,Amex,I am writing to dispute a transaction on my account. I don't recall approving this purchase. I travel frequently and my account activity looks unusual to me. Thank you for looking into this matter.,MC_4837,True
dsp_000281,pay_000281,INR,chargeback,open,2024-05-10 16:17:33.064180566,2024-05-18 02:38:53.459413859,2024-05-25 02:38:53.459413859,False,False,False,True,1,6,6479.34017596828,9.796534460915826,7911.885165455939,0,Visa,I do not recognize this charge on my statement. I don't recall approving this purchase. Let me know.,AMEX_FR2,False
dsp_000282,pay_000282,INR,chargeback,open,2024-06-19 10:57:04.941662264,2024-07-04 16:43:25.287563120,2024-07-11 16:43:25.287563120,True,True,True,True,11,4,98.71185570015331,13.670856972831345,1270.3777550132143,20,Amex,This charge needs to be looked into. This does not match any purchase I remember making. I travel frequently and my account activity looks unusual to me. I appreciate your help resolving this quickly.,MC_4840,True
dsp_000283,pay_000283,INR,chargeback,open,2024-06-28 13:25:02.317370232,2024-07-10 07:12:16.588696536,2024-07-17 07:12:16.588696536,False,False,False,False,0,1,7775.0752844331855,9.956775939578538,4751.527462227946,4,Visa,I am writing to dispute a transaction on my account. This does not match any purchase I remember making. I have already contacted my bank about this. Thank you for looking into this matter.,AMEX_FR2,False
dsp_000284,pay_000284,INR,chargeback,open,2025-02-15 06:54:00.799614408,2025-03-07 21:09:25.635747403,2025-03-14 21:09:25.635747403,False,False,True,False,16,4,5431.941172837367,16.44517047097317,3706.5390082759036,18,Mastercard,I need to report an issue with a recent charge. I don't recall approving this purchase. A family member sometimes has access to my card. Fix this.,MC_4840,False
dsp_000285,pay_000285,INR,chargeback,open,2024-10-26 17:00:52.978144181,2024-11-05 05:18:26.749643477,2024-11-12 05:18:26.749643477,False,False,False,False,10,0,5453.101314174476,8.870102105820475,6722.624189186203,3,Visa,I m writing to dispute a transaction on my account. I did not authorize this transaction. Fix this.,AMEX_FR2,False
dsp_000286,pay_000286,INR,chargeback,open,2024-02-05 11:06:40.292455769,2024-02-11 20:03:39.663034968,2024-02-18 20:03:39.663034968,False,False,True,False,9,1,5709.602397026274,8.48470551156974,6090.424625599735,22,Amex,I do not recognizethis charge on my statement. This does not match any purchase I remember making. I travel frequently and my account activity looks unusual to me. Let me know.,AMEX_FR2,True
dsp_000287,pay_000287,INR,chargeback,open,2024-09-26 00:03:08.325293025,2024-10-05 03:10:38.055466677,2024-10-12 03:10:38.055466677,True,True,False,True,5,3,5596.8860925350555,10.142495900272642,48167.43630975296,12,Amex,"I do not recognize this charge on my statement. Someone mus have used my card without my permission. Fix this. Also, my delivery address recently changed.",AMEX_FR2,False
dsp_000288,pay_000288,INR,chargeback,open,2025-01-12 02:27:03.433826776,2025-01-20 21:17:54.906417098,2025-01-27 21:17:54.906417098,True,True,True,True,11,1,1212.1048302413915,12.743060615330428,16631.61958453814,13,RuPay,This charge needs to be looked into. This does not match any purchase I remember making. A family member sometimes has access to my card. Thank you for looking into this matter.,VISA_83,True
dsp_000289,pay_000289,INR,chargeback,open,2024-03-14 04:53:25.735834363,2024-03-25 10:01:40.037547981,2024-04-01 10:01:40.037547981,True,True,False,False,6,5,760.1017297618843,11.986086354981339,8435.248990198403,18,Mastercard,This charge needs to be looked into. Someone must have used my card without my permission. I have already contacted my bank about this. Thankyou for looking into this matter.,MC_4837,False
dsp_000290,pay_000290,INR,chargeback,open,2025-08-23 02:09:49.714078723,2025-08-30 00:54:53.634333262,2025-09-06 00:54:53.634333262,True,True,False,False,7,0,3234.7749620150234,3.8728809761384,11488.881141471718,17,Amex,n/a,MC_4837,True
dsp_000291,pay_000291,INR,chargeback,open,2024-02-07 09:54:03.789061208,2024-02-11 02:26:50.076225259,2024-02-18 02:26:50.076225259,False,False,False,True,3,2,4625.413746256352,4.991652845172928,10831.947352528598,11,RuPay,I need to report an issue with a recent charge. I don't recall approving this purchase. A family member sometimes has access to my card. Fix this.,VISA_83,False
dsp_000292,pay_000292,INR,chargeback,open,2025-10-27 21:16:02.987875606,2025-11-02 05:51:48.630154377,2025-11-09 05:51:48.630154377,True,True,True,True,20,1,1440.6342747225365,4.41625579971746,29278.679913863838,4,Visa,I need to report an issue with a recent charge. I don't recall approving this purchase. Please investigate and let me know what you find. Thank you.,MC_4837,False
dsp_000293,pay_000293,INR,chargeback,open,2024-03-12 08:40:30.311400898,2024-03-16 09:02:22.311933961,2024-03-23 09:02:22.311933961,True,True,True,False,11,0,2908.194611090569,2.7194309994668924,5769.620739651186,3,RuPay,I need to report an issue with a recent charge. I don't recall approving this purchase. My card may have been compromised recently. Let me know.,VISA_83,False
dsp_000294,pay_000294,INR,chargeback,open,2025-08-30 08:58:30.588993004,2025-09-05 14:11:25.138320569,2025-09-12 14:11:25.138320569,True,True,True,True,11,3,2393.6143315455042,4.283630765048188,1141.1324586856774,0,Amex,I do not recognize this charge on my statement. I don't recall approving this purchase. A family member sometimes has access to my card. Thank you for looking into this matter.,VISA_83,False
dsp_000295,pay_000295,INR,chargeback,open,2025-10-11 21:50:46.777449203,2025-10-15 09:03:36.171619749,2025-10-22 09:03:36.171619749,True,True,True,False,7,3,1719.777024908757,4.015805781173169,8510.072977596656,21,Visa,"I need to report an issue with a recent charge. Someone must have used my card without my permission. My card may have been compromised recently. Fix this. Also, my delivery address recently changed.",VISA_83,False
dsp_000296,pay_000296,INR,chargeback,open,2025-12-06 06:58:52.897930754,2025-12-11 12:25:57.001968335,2025-12-18 12:25:57.001968335,False,False,False,True,5,3,4729.561538511624,4.167983110856046,8807.965477834692,13,RuPay,I do not recognize this charge on my statement. I did not authorize this transaction. My card may have been compromised recently. Please refund me.,MC_4837,False
dsp_000297,pay_000297,INR,chargeback,open,2025-07-31 11:00:25.960059702,2025-08-08 01:02:11.396420715,2025-08-15 01:02:11.396420715,False,False,False,False,1,2,5198.732662639585,6.3482283569164615,2563.9183218998387,18,Visa,I need to report an issue with a recent charge. I did not authorize this transaction. Fix this.,VISA_83,False
dsp_000298,pay_000298,INR,chargeback,open,2025-07-15 05:22:18.856302827,2025-07-19 19:17:36.363984443,2025-07-26 19:17:36.363984443,True,False,True,True,5,2,5086.225400964821,0.8867229157895391,4603.547840280771,15,Amex,This charge needs to be looked into. I did not authorize this transaction. My card may have been compromised recently. Please refund me.,VISA_83,True
dsp_000299,pay_000299,INR,chargeback,open,2025-04-07 14:06:39.633131027,2025-04-24 14:30:09.712723031,2025-05-01 14:30:09.712723031,True,True,False,False,5,0,3243.026795056144,16.919348773800447,991.2680716210439,4,Visa,see above,VISA_83,False
dsp_000300,pay_000300,INR,chargeback,open,2025-07-14 21:03:25.225596250,2025-07-21 12:42:02.891902264,2025-07-28 12:42:02.891902264,False,False,True,True,12,2,6132.255177740032,4.871644345665052,3012.775571705932,5,RuPay,"This charge needs to be looked into. I did not authorize this transaction. I travel frequently and my account activity looks unusual to me. Let me know. B the way, do you have any upcoming sales?",MC_4840,False
dsp_000301,pay_000301,INR,chargeback,open,2024-04-06 21:03:43.780965053,2024-04-18 08:18:31.626417458,2024-04-25 08:18:31.626417458,False,False,False,True,5,2,6572.062720709358,12.98674313913886,3262.6792629958295,6,Visa,I am writing to dispute a transaction on my account. I don't recall approving this purchase. My card may have been compromised recently. Thank you for looking into this matter.,AMEX_FR2,False
dsp_000302,pay_000302,INR,chargeback,open,2025-01-20 23:15:20.380230624,2025-02-03 12:55:04.217827536,2025-02-10 12:55:04.217827536,True,True,False,True,8,1,2882.597787610489,17.28118399384009,3229.445737028856,6,Amex,I am writing to dispute a transaction on my account. This does not match any purchase I remember making. Thank you for looking into this matter.,MC_4837,False
dsp_000303,pay_000303,INR,chargeback,open,2025-01-05 05:46:16.308805301,2025-01-13 08:22:16.924947389,2025-01-20 08:22:16.924947389,False,False,False,False,2,1,6902.829127647039,12.607827015234918,6715.632273738847,12,Mastercard,I am writing to dispute a transaction on my account. I did not authorize this transaction. Thank you for lookig into this matter.,MC_4840,False
dsp_000304,pay_000304,INR,chargeback,open,2025-09-09 10:50:47.941576056,2025-09-20 03:46:23.996413161,2025-09-27 03:46:23.996413161,False,False,False,False,13,0,4843.462319738064,7.60048107929012,1784.1235745895328,5,Visa,I am writing to dispute a transaction on my account. This does not match any purchase I remember making. I travel frequently and my account activity looks unusual to me. Fix this.,MC_4840,False
dsp_000305,pay_000305,INR,chargeback,open,2024-11-29 05:10:22.934841432,2024-12-05 16:47:02.528549026,2024-12-12 16:47:02.528549026,False,False,True,True,17,2,6364.796118246168,11.277062761402654,3942.1837698888276,20,Mastercard,I need to report an issue with a recent charge. I don't recall approving this purchase. Let me know.,MC_4837,False
dsp_000306,pay_000306,INR,chargeback,open,2024-10-04 06:20:47.373410788,2024-10-11 09:57:15.441227100,2024-10-18 09:57:15.441227100,False,False,False,False,2,3,5301.435062050539,6.2868670322283,3408.7620233764264,8,Amex,I am writing to dispute a transaction on my account. Someone must have used my card without my permission. Please investigate and let me know what you find. Thank you.,AMEX_FR2,False
dsp_000307,pay_000307,INR,chargeback,open,2025-04-05 11:39:11.977118147,2025-04-09 12:14:03.372834813,2025-04-16 12:14:03.372834813,True,True,True,False,19,3,2175.772780062944,4.56633054871169,6671.287032659693,18,RuPay,I need to report an issue with a recent charge. Someone must have used my card without my permission. I travel frequently and my account activity looks unusual to me. Please refund me.,MC_4840,False
dsp_000308,pay_000308,INR,chargeback,open,2024-07-10 20:29:10.055092634,2024-08-19 20:16:22.836235058,2024-08-26 20:16:22.836235058,True,True,True,True,7,0,2320.87375847502,39.510226513448664,3247.250451803662,1,Visa,I do not recognize this charge on my statement. I did not authorize this transaction. I travel frequently and my account activity looks unusual to me. Please refund me.,AMEX_FR2,True
dsp_000309,pay_000309,INR,chargeback,open,2024-04-10 15:11:53.308623744,2024-04-15 19:15:26.433261373,2024-04-22 19:15:26.433261373,False,False,True,True,5,1,5882.625662288994,3.092398499010933,8814.396459865651,2,Amex,I need to report an issue with a recent charge. I don't recall approving this purchase. Thank you for looking into this matter.,MC_4837,False
dsp_000310,pay_000310,INR,chargeback,open,2024-12-10 01:43:09.462469180,2024-12-18 12:07:32.936726397,2024-12-25 12:07:32.936726397,True,True,True,True,10,1,1961.620677871113,5.331291303050239,7246.862953781174,17,RuPay,I need to report an issue with a recent charge. Someone must have used my card without my permission. Thank you for looking into this matter.,MC_4837,False
dsp_000311,pay_000311,INR,chargeback,open,2024-10-27 03:50:53.841550606,2024-11-01 01:30:20.616285144,2024-11-08 01:30:20.616285144,True,True,False,True,23,0,2393.2834604742397,10.683785358312354,12757.13067716112,20,Visa,I need to report an issue with a recent charge. I don't recall approving this purchase. Fix this.,MC_4840,False
dsp_000312,pay_000312,INR,chargeback,open,2024-06-16 10:48:30.860420178,2024-07-03 22:55:44.522237631,2024-07-10 22:55:44.522237631,False,False,False,False,3,1,6722.089465869222,19.361013716182406,6251.750131102199,0,Visa,I am writing to dispute a transaction on my account. I don't recall approving this purchase. I travel freuently and my account activity looks unusual to me. I appreciate your help resolving this quickly.,AMEX_FR2,False
dsp_000313,pay_000313,INR,chargeback,open,2024-09-21 14:36:14.683641886,2024-10-01 16:23:07.206683098,2024-10-08 16:23:07.206683098,False,True,True,True,15,0,1035.6118201156921,10.007903182466372,2354.790002513273,6,Visa,I am writing to dispute a transaction on my account. This does not match any purchase I remember making. I travel frequently and my account activity looks unusual to me. Thank you for looking into this matter.,MC_4840,False
dsp_000314,pay_000314,INR,chargeback,open,2024-09-20 19:15:41.518791195,2024-09-23 12:22:27.222842837,2024-09-30 12:22:27.222842837,True,True,True,False,11,0,2329.7442546957627,5.089666642875498,1704.8739555173338,15,Mastercard,I need to report an issue with a recent charge. I did not authorize this transaction. I appreciate your help resolving this quickly.,VISA_83,False
dsp_000315,pay_000315,INR,chargeback,open,2024-08-23 19:07:24.070975625,2024-09-21 14:43:07.507035724,2024-09-28 14:43:07.507035724,True,True,False,False,2,1,1547.435948609842,25.803420681104004,1714.0823765756127,0,Visa,I need to report an issue with a recent charge. Someone must have used my card without my permission. A family member sometimes has access to my card. Please refund me.,MC_4837,True
